,nature_score
0,9.43921947479248
1,9.005572319030762
2,8.933100700378418
3,9.239370346069336
4,8.697209358215332
5,8.948087692260742
6,9.27668285369873
7,8.679116249084473
8,9.133768081665039
9,8.523072242736816
10,9.259805679321289
11,8.536327362060547
12,8.12821102142334
13,9.739469528198242
14,8.965353965759277
15,8.867915153503418
16,9.121992111206055
17,9.227099418640137
18,9.006758689880371
19,8.809701919555664
20,9.070698738098145
21,9.02550220489502
22,8.939728736877441
23,8.661336898803711
24,9.020525932312012
25,9.244264602661133
26,9.415738105773926
27,9.134530067443848
28,8.16821002960205
29,8.970097541809082
30,9.135685920715332
31,8.920050621032715
32,8.939152717590332
33,9.333271026611328
34,9.226968765258789
35,9.011204719543457
36,8.743169784545898
37,8.890203475952148
38,9.00951099395752
39,9.27423095703125
40,8.623109817504883
41,9.003705978393555
42,9.515877723693848
43,8.948324203491211
44,9.179618835449219
45,9.05030632019043
46,9.148463249206543
47,8.865984916687012
48,9.060955047607422
49,9.049286842346191
50,9.389026641845703
51,7.42928409576416
52,8.554213523864746
53,8.77880859375
54,8.974845886230469
55,8.72126579284668
56,9.334041595458984
57,8.12936782836914
58,8.99860954284668
59,9.213151931762695
60,8.968978881835938
61,8.965455055236816
62,9.297502517700195
63,9.304272651672363
64,9.110708236694336
65,9.54008674621582
66,9.209357261657715
67,9.091204643249512
68,7.6670427322387695
69,8.865567207336426
70,8.987753868103027
71,9.044524192810059
72,9.049298286437988
73,9.799031257629395
74,9.223739624023438
75,8.762028694152832
76,9.048446655273438
77,8.629286766052246
78,9.14204216003418
79,9.134188652038574
80,8.835472106933594
81,8.60612964630127
82,8.963273048400879
83,8.609637260437012
84,9.151270866394043
85,9.298954963684082
86,8.952277183532715
87,6.01951789855957
88,9.031533241271973
89,9.145524024963379
90,9.040634155273438
91,7.2714128494262695
92,8.569612503051758
93,8.751504898071289
94,9.086319923400879
95,9.391376495361328
96,9.475354194641113
97,9.134908676147461
98,9.810442924499512
99,9.090771675109863
100,8.87895393371582
101,8.785778999328613
102,8.737078666687012
103,9.079160690307617
104,9.528746604919434
105,9.213516235351562
106,9.248953819274902
107,9.151069641113281
108,9.245369911193848
109,9.320823669433594
110,8.816567420959473
111,9.242119789123535
112,9.176715850830078
113,8.661134719848633
114,8.946511268615723
115,9.14299488067627
116,8.848555564880371
117,9.084197044372559
118,8.690207481384277
119,9.308823585510254
120,9.2280855178833
121,8.996711730957031
122,8.41047477722168
123,8.964839935302734
124,9.028322219848633
125,8.862859725952148
126,9.121617317199707
127,8.185327529907227
128,9.296679496765137
129,8.542817115783691
130,9.256255149841309
131,8.868857383728027
132,8.918532371520996
133,8.722467422485352
134,8.658434867858887
135,9.172392845153809
136,9.096189498901367
137,8.813521385192871
138,8.738840103149414
139,9.10851001739502
140,8.990920066833496
141,9.153190612792969
142,9.1067476272583
143,9.171330451965332
144,9.254783630371094
145,8.848233222961426
146,9.15451717376709
147,9.114718437194824
148,9.06943416595459
149,9.091849327087402
150,8.805801391601562
151,8.962879180908203
152,9.043791770935059
153,8.912149429321289
154,9.271621704101562
155,8.74139404296875
156,9.008075714111328
157,8.717273712158203
158,8.741880416870117
159,9.168207168579102
160,7.587196350097656
161,7.832069396972656
162,8.716484069824219
163,8.980489730834961
164,9.13914966583252
165,9.065228462219238
166,9.129229545593262
167,9.025321006774902
168,8.954392433166504
169,8.667471885681152
170,8.77755069732666
171,8.921896934509277
172,9.020581245422363
173,8.902390480041504
174,9.030558586120605
175,8.66385555267334
176,9.150217056274414
177,8.70382022857666
178,9.083588600158691
179,9.027373313903809
180,6.36858606338501
181,9.19941234588623
182,9.185401916503906
183,8.594964981079102
184,8.943095207214355
185,9.016145706176758
186,8.957874298095703
187,8.869452476501465
188,9.169779777526855
189,8.900404930114746
190,9.144856452941895
191,9.101225852966309
192,9.14792251586914
193,9.022753715515137
194,9.127225875854492
195,9.039528846740723
196,9.061326026916504
197,6.999093055725098
198,8.616314888000488
199,9.000454902648926
200,9.165318489074707
201,8.674042701721191
202,9.410836219787598
203,8.787063598632812
204,8.188526153564453
205,8.983420372009277
206,8.587467193603516
207,8.799530029296875
208,9.781937599182129
209,8.761092185974121
210,8.889684677124023
211,8.915006637573242
212,9.276532173156738
213,9.089073181152344
214,8.878471374511719
215,8.44686508178711
216,9.04063892364502
217,9.016061782836914
218,9.091509819030762
219,9.052973747253418
220,9.242936134338379
221,9.205597877502441
222,8.937454223632812
223,9.165589332580566
224,8.781702995300293
225,9.269515037536621
226,9.070808410644531
227,9.336785316467285
228,9.094651222229004
229,9.303412437438965
230,9.203349113464355
231,8.322053909301758
232,9.252927780151367
233,8.897708892822266
234,9.284185409545898
235,8.896822929382324
236,8.777617454528809
237,8.894303321838379
238,8.966207504272461
239,9.048121452331543
240,10.143634796142578
241,9.110185623168945
242,9.102048873901367
243,8.787910461425781
244,9.396601676940918
245,8.824189186096191
246,9.0831937789917
247,9.12682056427002
248,8.618538856506348
249,8.975028991699219
250,9.11369514465332
251,9.028841972351074
252,9.371299743652344
253,8.622591018676758
254,9.11799430847168
255,4.108371257781982
256,8.745031356811523
257,8.99956226348877
258,8.91025447845459
259,4.618804454803467
260,9.252930641174316
261,9.068825721740723
262,8.878262519836426
263,8.927020072937012
264,8.691272735595703
265,8.729482650756836
266,9.354625701904297
267,9.016416549682617
268,9.179755210876465
269,9.11072826385498
270,9.025100708007812
271,7.641931056976318
272,8.757108688354492
273,8.92343807220459
274,8.997657775878906
275,9.481548309326172
276,8.982524871826172
277,9.10681438446045
278,9.504261016845703
279,9.190516471862793
280,9.412903785705566
281,5.989683628082275
282,9.142064094543457
283,9.039984703063965
284,8.95457935333252
285,8.95089340209961
286,9.348118782043457
287,9.29224681854248
288,8.378837585449219
289,3.7506659030914307
290,8.790753364562988
291,9.023336410522461
292,9.143295288085938
293,9.123628616333008
294,9.062073707580566
295,6.386786460876465
296,9.258426666259766
297,9.241704940795898
298,8.771787643432617
299,7.762321472167969
300,8.8060302734375
301,8.956608772277832
302,9.102564811706543
303,9.324469566345215
304,8.97657299041748
305,9.022375106811523
306,9.069540023803711
307,9.225105285644531
308,8.652560234069824
309,9.137128829956055
310,9.057100296020508
311,8.91211986541748
312,8.957940101623535
313,9.27238941192627
314,8.916169166564941
315,9.163484573364258
316,9.197700500488281
317,8.69303035736084
318,8.705561637878418
319,9.12385082244873
320,9.1261625289917
321,9.392776489257812
322,8.825653076171875
323,9.052783012390137
324,7.971875190734863
325,9.297591209411621
326,8.61530876159668
327,8.989130020141602
328,9.079033851623535
329,9.150936126708984
330,9.11201000213623
331,8.136818885803223
332,8.958253860473633
333,8.96734619140625
334,8.717768669128418
335,9.67759895324707
336,8.897164344787598
337,9.2769136428833
338,8.965002059936523
339,8.977816581726074
340,9.091700553894043
341,9.059098243713379
342,8.697107315063477
343,9.026930809020996
344,9.365118026733398
345,9.135682106018066
346,9.025553703308105
347,5.935314178466797
348,9.236103057861328
349,8.940937042236328
350,9.138448715209961
351,8.832239151000977
352,8.650962829589844
353,9.18400764465332
354,9.170459747314453
355,9.184020042419434
356,9.223474502563477
357,9.226730346679688
358,9.050701141357422
359,9.089244842529297
360,9.031573295593262
361,9.231939315795898
362,9.112667083740234
363,8.93537425994873
364,8.44604778289795
365,9.263468742370605
366,9.056601524353027
367,8.493668556213379
368,9.404351234436035
369,8.778055191040039
370,9.130615234375
371,9.122659683227539
372,9.075491905212402
373,8.874346733093262
374,8.849884033203125
375,9.740229606628418
376,8.51661205291748
377,9.091196060180664
378,8.83887767791748
379,8.849775314331055
380,8.951496124267578
381,9.117426872253418
382,8.943796157836914
383,9.178193092346191
384,9.118844985961914
385,9.033568382263184
386,9.094661712646484
387,8.785996437072754
388,8.909658432006836
389,8.940919876098633
390,8.804079055786133
391,4.092225074768066
392,8.833889961242676
393,8.515548706054688
394,9.209429740905762
395,9.007332801818848
396,9.2244234085083
397,8.546977996826172
398,8.836856842041016
399,9.027138710021973
400,8.676005363464355
401,9.08997917175293
402,8.955174446105957
403,8.910428047180176
404,8.899630546569824
405,8.447244644165039
406,8.54573917388916
407,9.04802131652832
408,9.053997993469238
409,9.038091659545898
410,9.027710914611816
411,8.783573150634766
412,9.207606315612793
413,9.111197471618652
414,9.146687507629395
415,9.190530776977539
416,8.951305389404297
417,8.869646072387695
418,8.926276206970215
419,9.18772029876709
420,9.042494773864746
421,6.583639144897461
422,8.691939353942871
423,9.050373077392578
424,9.07455062866211
425,9.062249183654785
426,9.486628532409668
427,8.571894645690918
428,8.95528507232666
429,9.165351867675781
430,9.166481018066406
431,8.998727798461914
432,9.022093772888184
433,8.825149536132812
434,8.734225273132324
435,9.564528465270996
436,8.95119571685791
437,9.640928268432617
438,9.5131196975708
439,9.179031372070312
440,8.741293907165527
441,8.773772239685059
442,9.161029815673828
443,8.94835090637207
444,9.191781997680664
445,8.769574165344238
446,9.16451358795166
447,8.862834930419922
448,8.717215538024902
449,7.3161540031433105
450,8.954421043395996
451,9.064054489135742
452,8.874029159545898
453,9.328816413879395
454,9.001239776611328
455,8.830453872680664
456,9.226858139038086
457,8.928878784179688
458,8.92562198638916
459,9.096848487854004
460,9.452298164367676
461,8.5953950881958
462,9.32040023803711
463,8.932103157043457
464,8.630952835083008
465,8.943791389465332
466,9.160606384277344
467,8.775318145751953
468,9.29709529876709
469,8.704712867736816
470,8.373540878295898
471,9.180597305297852
472,8.105975151062012
473,4.911355018615723
474,8.898015975952148
475,9.046730041503906
476,8.757477760314941
477,8.846508026123047
478,8.8759765625
479,9.090554237365723
480,8.903794288635254
481,9.124312400817871
482,9.210219383239746
483,9.206796646118164
484,9.36205768585205
485,9.300299644470215
486,8.980021476745605
487,9.0221529006958
488,9.363029479980469
489,8.51585865020752
490,9.096073150634766
491,8.832504272460938
492,8.935914993286133
493,8.58371639251709
494,9.135893821716309
495,8.938767433166504
496,8.135907173156738
497,8.716690063476562
498,9.054634094238281
499,8.412423133850098
500,9.258966445922852
501,8.875234603881836
502,9.067639350891113
503,9.296591758728027
504,8.978991508483887
505,9.132925987243652
506,9.009543418884277
507,8.84294605255127
508,9.015715599060059
509,9.015515327453613
510,9.283976554870605
511,9.071240425109863
512,8.690369606018066
513,9.00493335723877
514,8.017489433288574
515,9.07144832611084
516,9.052842140197754
517,9.135445594787598
518,9.275205612182617
519,9.32922077178955
520,9.053714752197266
521,9.044637680053711
522,8.90816593170166
523,8.723733901977539
524,9.649994850158691
525,8.943324089050293
526,8.680564880371094
527,8.07547378540039
528,8.874015808105469
529,9.030024528503418
530,9.048110008239746
531,9.104361534118652
532,8.824748039245605
533,9.063190460205078
534,8.736315727233887
535,9.65432071685791
536,8.838068008422852
537,9.29476261138916
538,8.589264869689941
539,9.034908294677734
540,8.081131935119629
541,9.242430686950684
542,9.017509460449219
543,9.494059562683105
544,8.663328170776367
545,9.016048431396484
546,8.811417579650879
547,8.932780265808105
548,9.230416297912598
549,8.786091804504395
550,8.78045654296875
551,9.09749698638916
552,8.97701358795166
553,8.819292068481445
554,9.136502265930176
555,8.980646133422852
556,9.101720809936523
557,9.07563304901123
558,8.922039985656738
559,0.4130283296108246
560,6.48929500579834
561,8.984949111938477
562,9.396550178527832
563,9.148160934448242
564,8.609838485717773
565,9.089836120605469
566,9.828573226928711
567,8.73457145690918
568,9.042667388916016
569,8.491968154907227
570,9.075581550598145
571,9.233420372009277
572,7.608712673187256
573,9.072785377502441
574,8.448251724243164
575,8.991836547851562
576,8.995414733886719
577,8.991925239562988
578,9.157234191894531
579,8.615127563476562
580,9.08949089050293
581,9.02291202545166
582,8.482874870300293
583,9.219696044921875
584,8.835593223571777
585,8.876517295837402
586,9.215561866760254
587,9.678997039794922
588,9.418858528137207
589,8.731440544128418
590,9.07217025756836
591,9.097092628479004
592,9.019888877868652
593,8.449394226074219
594,8.570459365844727
595,9.30586051940918
596,9.060547828674316
597,8.9273042678833
598,9.177596092224121
599,8.670580863952637
600,8.828635215759277
601,9.649619102478027
602,9.03605842590332
603,5.736745357513428
604,9.17989730834961
605,8.57060432434082
606,9.285922050476074
607,9.08080768585205
608,8.78597354888916
609,8.901801109313965
610,8.780628204345703
611,9.153072357177734
612,9.101330757141113
613,8.625713348388672
614,9.222262382507324
615,8.838533401489258
616,9.103919982910156
617,9.209742546081543
618,8.81515884399414
619,9.530137062072754
620,9.109827995300293
621,8.7005033493042
622,9.020466804504395
623,9.232382774353027
624,8.522544860839844
625,8.864121437072754
626,8.511354446411133
627,8.907270431518555
628,8.967777252197266
629,8.637931823730469
630,8.835702896118164
631,8.795515060424805
632,8.773375511169434
633,9.024653434753418
634,9.250519752502441
635,8.63379192352295
636,9.109064102172852
637,9.11325740814209
638,8.996224403381348
639,8.991862297058105
640,9.027127265930176
641,9.03041934967041
642,8.54482364654541
643,9.213827133178711
644,8.74972915649414
645,9.099104881286621
646,8.676421165466309
647,8.624405860900879
648,1.1474530696868896
649,8.753436088562012
650,8.797286987304688
651,8.895466804504395
652,8.482051849365234
653,8.933188438415527
654,9.721746444702148
655,8.937355995178223
656,8.594393730163574
657,8.758448600769043
658,8.804666519165039
659,9.479331016540527
660,9.275352478027344
661,8.848698616027832
662,8.988704681396484
663,9.022027015686035
664,9.050581932067871
665,8.964509010314941
666,8.794431686401367
667,9.135248184204102
668,9.179255485534668
669,8.934147834777832
670,9.135024070739746
671,9.016877174377441
672,8.808526039123535
673,9.009936332702637
674,9.073423385620117
675,8.94365406036377
676,9.16810131072998
677,8.962743759155273
678,9.175488471984863
679,9.046451568603516
680,8.793530464172363
681,8.877790451049805
682,8.735734939575195
683,8.777316093444824
684,9.134855270385742
685,7.825002670288086
686,9.394378662109375
687,8.89704418182373
688,8.8307466506958
689,8.947068214416504
690,8.92093563079834
691,9.245110511779785
692,5.774316787719727
693,9.382471084594727
694,9.157554626464844
695,8.865541458129883
696,9.018354415893555
697,9.00515079498291
698,9.035072326660156
699,9.23619556427002
700,8.882376670837402
701,8.88677978515625
702,8.94345760345459
703,6.054383754730225
704,9.060004234313965
705,9.016260147094727
706,9.179831504821777
707,9.16800308227539
708,8.638790130615234
709,9.242243766784668
710,9.376507759094238
711,9.12348747253418
712,8.547300338745117
713,8.945442199707031
714,9.036795616149902
715,8.764415740966797
716,7.785558700561523
717,8.742303848266602
718,9.194131851196289
719,9.189675331115723
720,9.306624412536621
721,9.004213333129883
722,8.98939323425293
723,9.233429908752441
724,9.58240032196045
725,9.259135246276855
726,9.129744529724121
727,9.002106666564941
728,8.217367172241211
729,8.946845054626465
730,9.150894165039062
731,8.994641304016113
732,9.008835792541504
733,8.56673812866211
734,9.000925064086914
735,8.81015682220459
736,8.912670135498047
737,8.558566093444824
738,8.590547561645508
739,8.557230949401855
740,8.931840896606445
741,8.984406471252441
742,8.967265129089355
743,8.922810554504395
744,9.467300415039062
745,8.527369499206543
746,9.711292266845703
747,9.193037986755371
748,9.25621223449707
749,8.997056007385254
750,8.634438514709473
751,8.773202896118164
752,9.103964805603027
753,8.81281566619873
754,9.189400672912598
755,9.159687995910645
756,7.812675952911377
757,8.903467178344727
758,9.08891773223877
759,8.786459922790527
760,9.489823341369629
761,10.083449363708496
762,9.108957290649414
763,8.052824974060059
764,8.828753471374512
765,9.357057571411133
766,9.354985237121582
767,9.125899314880371
768,8.581713676452637
769,9.103501319885254
770,8.476153373718262
771,9.174910545349121
772,7.761486053466797
773,9.13709545135498
774,8.82287883758545
775,8.915643692016602
776,9.147994041442871
777,8.836155891418457
778,8.420721054077148
779,9.002613067626953
780,9.186173439025879
781,8.7813720703125
782,8.880845069885254
783,8.887870788574219
784,9.226473808288574
785,8.850234031677246
786,9.025405883789062
787,8.804319381713867
788,8.847549438476562
789,9.279044151306152
